106.4002515010,"HOJA SINPAR 400x25x150 10 Dt","HOJA SINPAR 400x25x150 10 Dt",.00,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.4003215006,"HOJA SINPAR 400x32x150  6 Dt","HOJA SINPAR 400x32x150  6 Dt",271.62,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.4003215010,"HOJA SINPAR 400x32x150 10 Dt","HOJA SINPAR 400x32x150 10 Dt",271.62,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.4503215004,"HOJA SINPAR 450x32x150  4 Dt","HOJA SINPAR 450x32x150  4 Dt",300.41,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.4503215006,"HOJA SINPAR 450x32x150  6 Dt","HOJA SINPAR 450x32x150  6 Dt",300.41,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.4503215010,"HOJA SINPAR 450x32x150 10 Dt","HOJA SINPAR 450x32x150 10 Dt",300.41,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.4503820004,"HOJA SINPAR 450x38x200  4 Dt","HOJA SINPAR 450x38x200  4 Dt",431.40,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.4503820006,"HOJA SINPAR 450x38x200  6 Dt","HOJA SINPAR 450x38x200  6 Dt",431.40,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.5253820004,"HOJA SINPAR 525x38x200  4 Dt","HOJA SINPAR 525x38x200  4 Dt",501.03,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.5253820006,"HOJA SINPAR 525x38x200  6 Dt","HOJA SINPAR 525x38x200  6 Dt",501.20,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.6004520004,"HOJA SINPAR 600x45x200  4 Dt","HOJA SINPAR 600x45x200  4 Dt",741.85,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.6004520006,"HOJA SINPAR 600x45x200  6 Dt","HOJA SINPAR 600x45x200  6 Dt",741.85,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.6005025004,"HOJA SINPAR 600x50x250  4 Dt","HOJA SINPAR 600x50x250  4 Dt",940.95,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.6005025006,"HOJA SINPAR 600x50x250  6 Dt","HOJA SINPAR 600x50x250  6 Dt",940.95,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.6505025004,"HOJA SINPAR 650x50x250  4 Dt","HOJA SINPAR 650x50x250  4 Dt",1040.89,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.6505025006,"HOJA SINPAR 650x50x250  6 Dt","HOJA SINPAR 650x50x250  6 Dt",1040.89,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.7005525004,"HOJA SINPAR 700x55x250  4 Dt","HOJA SINPAR 700x55x250  4 Dt",1182.61,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.7005525006,"HOJA SINPAR 700x55x250  6 Dt","HOJA SINPAR 700x55x250  6 Dt",1182.61,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.7506325004,"HOJA SINPAR 750x63x250  4 Dt","HOJA SINPAR 750x63x250  4 Dt",1624.34,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.7506325006,"HOJA SINPAR 750x63x250  6 Dt","HOJA SINPAR 750x63x250  6 Dt",1624.34,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.A1,"SOPORTE PARA SIERRA COPA A-1","SOPORTE PARA SIERRA COPA A-1",167.67,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.A1.M,"BROCA PILOTO P/Soporte A1-2-10","BROCA PILOTO P/Soporte A1-2-10",72.36,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.A10,"SOPORTE PARA SIERRA COPA A-10","SOPORTE PARA SIERRA COPA A-10",270.31,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.A2,"SOPORTE PARA SIERRA COPA A-2","SOPORTE PARA SIERRA COPA A-2",305.51,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.A4,"SOPORTE PARA SIERRA COPA A-4","SOPORTE PARA SIERRA COPA A-4",117.36,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.A4.M,"BROCA PILOTO P/Soporte A4","BROCA PILOTO P/Soporte A4",72.36,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.ACH,"ARCO DE SIERRA JUNIOR HOBBY","ARCO DE SIERRA JUNIOR HOBBY",63.61,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.ACP,"ARCO DE SIERRA JUNIOR PROFESIO","ARCO DE SIERRA JUNIOR PROFESIO",69.82,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.AGH,"ARCO DE SIERRA GRANDE HOBBY","ARCO DE SIERRA GRANDE HOBBY",100.24,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.AGP,"ARCO DE SIERRA GRANDE PROFESIO","ARCO DE SIERRA GRANDE PROFESIO",176.57,1,21.000,.000,1,10,,0,21.00,106,2018-03-09 18:59:53
106.B.18,"HOJA SINPAR BIMETALICA 18 Dt","HOJA SINPAR BIMETALICA 18 Dt",1506.20,100,21.000,.000,10,50,,0,21.00,106,2018-03-09 18:59:53
106.B.24,"HOJA SINPAR BIMETALICA 24 Dt","HOJA SINPAR BIMETALICA 24 Dt",1506.20,100,21.000,.000,10,50,,0,21.00,106,2018-03-09 18:59:53
106.B.32,"HOJA SINPAR BIMETALICA 32 Dt","HOJA SINPAR BIMETALICA 32 Dt",1506.20,100,21.000,.000,10,50,,0,21.00,106,2018-03-09 18:59:53
106.C.18,"HOJA SINPAR CARBONO 18 Dtes.","HOJA SINPAR CARBONO 18 Dtes.",667.54,100,21.000,.000,10,50,,0,21.00,106,2018-03-09 18:59:53
106.C.24,"HOJA SINPAR CARBONO 24 Dtes.","HOJA SINPAR CARBONO 24 Dtes.",667.54,100,21.000,.000,10,50,,0,21.00,106,2018-03-09 18:59:53
106.C.32,"HOJA SINPAR CARBONO 32 Dtes.","HOJA SINPAR CARBONO 32 Dtes.",667.54,100,21.000,.000,10,50,,0,21.00,106,2018-03-09 18:59:53
106.CA.462214,"HOJA CALADORA BIMETAL 50x14 C","HOJA CALADORA BIMETAL 50x14 C",16.65,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.462218,"HOJA CALADORA BIMETAL BS-  9","HOJA CALADORA BIMETAL BS-  9",16.65,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.462224,"HOJA CALADORA BIMETAL BS- 10","HOJA CALADORA BIMETAL BS- 10",16.65,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.462232,"HOJA CALADORA BIMETAL BS- 22","HOJA CALADORA BIMETAL BS- 22",16.65,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.462310,"HOJA CALADORA BIMETAL BS- 13","HOJA CALADORA BIMETAL BS- 13",38.36,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.46236,"HOJA CALADORA BIMETAL BS- 26","HOJA CALADORA BIMETAL BS- 26",38.36,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.46238,"HOJA CALADORA BIMETAL BS- 17","HOJA CALADORA BIMETAL BS- 17",23.77,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.4624101,"HOJA CALADORA BIMETAL ENC.UNIF","HOJA CALADORA BIMETAL ENC.UNIF",25.34,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.462418,"HOJA CALADORA BIMETAL ENC.UNIF","HOJA CALADORA BIMETAL ENC.UNIF",25.34,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.462424,"HOJA CALADORA BIMETAL ENC.UNIF","HOJA CALADORA BIMETAL ENC.UNIF",25.34,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.46246,"HOJA CALADORA BIMETAL ENC.UNIF","HOJA CALADORA BIMETAL ENC.UNIF",28.86,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.BS103,"HOJA CALADORA BIMETAL BS-103","HOJA CALADORA BIMETAL BS-103",.00,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.BS104,"HOJA CALADORA BIMETAL BS-104","HOJA CALADORA BIMETAL BS-104",.00,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.BS105,"HOJA CALADORA BIMETAL BS-105","HOJA CALADORA BIMETAL BS-105",.00,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.BS111,"HOJA CALADORA BIMETAL BS-111","HOJA CALADORA BIMETAL BS-111",.00,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.BS116,"HOJA CALADORA BIMETAL BS-116","HOJA CALADORA BIMETAL BS-116",.00,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.RS128,"HOJA CALADORA BOSCH  85mm 14Dt","HOJA CALADORA BOSCH  85mm 14Dt",.00,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.RS154,"HOJA CALADORA MAKITA  80mm 18D","HOJA CALADORA MAKITA  80mm 18D",.00,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CA.RS155,"HOJA CALADORA MAKITA  80mm 24D","HOJA CALADORA MAKITA  80mm 24D",.00,1,21.000,.000,5,5,,0,21.00,106,2018-03-09 18:59:53
106.CC.Z3,"CINTA CORTA CARNE 20 MM Z3 xMt","CINTA CORTA CARNE 20 MM Z3 xMt",32.28,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.CC.Z4,"CINTA CORTA CARNE 19 MM Z4 xMt","CINTA CORTA CARNE 19 MM Z4 xMt",32.28,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.CC.Z8,"CINTA CORTA CARNE 19 MM Z8 xMt","CINTA CORTA CARNE 19 MM Z8 xMt",32.28,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.CG.150353,"CUCHILLA AR P/GARL.150x35x3","CUCHILLA AR P/GARL.150x35x3",139.55,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.160353,"CUCHILLA AR P/GARL.160x35x3","CUCHILLA AR P/GARL.160x35x3",148.77,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.180353,"CUCHILLA AR P/GARL.180x35x3","CUCHILLA AR P/GARL.180x35x3",167.47,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.250353,"CUCHILLA AR P/GARL.250x35x3","CUCHILLA AR P/GARL.250x35x3",232.53,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.300353,"CUCHILLA AR P/GARL.300x35x3","CUCHILLA AR P/GARL.300x35x3",278.92,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.310353,"CUCHILLA AR P/GARL.310x35x3","CUCHILLA AR P/GARL.310x35x3",288.43,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.320353,"CUCHILLA AR P/GARL.320x35x3","CUCHILLA AR P/GARL.320x35x3",297.63,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.330353,"CUCHILLA AR P/GARL.330x35x3","CUCHILLA AR P/GARL.330x35x3",306.89,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.350353,"CUCHILLA AR P/GARL.350x35x3","CUCHILLA AR P/GARL.350x35x3",325.50,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.360353,"CUCHILLA AR P/GARL.360x35x3","CUCHILLA AR P/GARL.360x35x3",334.89,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.400353,"CUCHILLA AR P/GARL.400x35x3","CUCHILLA AR P/GARL.400x35x3",371.93,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.410353,"CUCHILLA AR P/GARL.410x35x3","CUCHILLA AR P/GARL.410x35x3",381.30,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.420353,"CUCHILLA AR P/GARL.420x35x3","CUCHILLA AR P/GARL.420x35x3",390.63,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.450353,"CUCHILLA AR P/GARL.450x35x3","CUCHILLA AR P/GARL.450x35x3",418.57,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.460353,"CUCHILLA AR P/GARL.460x35x3","CUCHILLA AR P/GARL.460x35x3",427.73,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.500353,"CUCHILLA AR P/GARL.500x35x3","CUCHILLA AR P/GARL.500x35x3",464.98,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.510353,"CUCHILLA AR P/GARL.510x35x3","CUCHILLA AR P/GARL.510x35x3",474.30,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.520353,"CUCHILLA AR P/GARL.520x35x3","CUCHILLA AR P/GARL.520x35x3",483.63,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.600353,"CUCHILLA AR P/GARL.600x35x3","CUCHILLA AR P/GARL.600x35x3",558.08,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.610353,"CUCHILLA AR P/GARL.610x35x3","CUCHILLA AR P/GARL.610x35x3",567.31,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.630353,"CUCHILLA AR P/GARL.630x35x3","CUCHILLA AR P/GARL.630x35x3",585.84,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.640353,"CUCHILLA AR P/GARL.640x35x3","CUCHILLA AR P/GARL.640x35x3",595.06,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.700353,"CUCHILLA AR P/GARL.700x35x3","CUCHILLA AR P/GARL.700x35x3",650.88,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.710353,"CUCHILLA AR P/GARL.710x35x3","CUCHILLA AR P/GARL.710x35x3",660.36,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.740353,"CUCHILLA AR P/GARL.740x35x3","CUCHILLA AR P/GARL.740x35x3",688.25,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.800353,"CUCHILLA AR P/GARL.800x35x3","CUCHILLA AR P/GARL.800x35x3",743.91,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.CG.810353,"CUCHILLA AR P/GARL.810x35x3","CUCHILLA AR P/GARL.810x35x3",753.29,1,21.000,.000,2,2,,0,21.00,106,2018-03-09 18:59:53
106.E,"MERCADERIA ESPECIAL SINPAR","MERCADERIA ESPECIAL SINPAR",.00,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.E.30033096,"CIRC.METAL DURO 300x3.2x30x96","CIRC.METAL DURO 300x3.2x30x96",2450.21,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.E.3503532,"HOJA CIRC.350x35x32 Z108","HOJA CIRC.350x35x32 Z108",1835.38,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.ECC,"EX.CHICO COMPLETO SINPAR2310","EX.CHICO COMPLETO SINPAR2310",.00,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.EVC,"EX.CHICO VACIO   SINPAR 2305","EX.CHICO VACIO   SINPAR 2305",.00,1,21.000,.000,1,1,,0,21.00,106,2018-03-09 18:59:53
106.J,"HOJA SINPAR JUNIOR","HOJA SINPAR JUNIOR",483.12,100,21.000,.000,10,100,,0,21.00,106,2018-03-09 18:59:53
106.S.10065.10,"SIN FIN SINPAR 10x0.65    10","SIN FIN SINPAR 10x0.65    10",33.51,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.10065.14,"SIN FIN SINPAR 10x0.65    14","SIN FIN SINPAR 10x0.65    14",33.51,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.10065.18,"SIN FIN SINPAR 10x0.65    18","SIN FIN SINPAR 10x0.65    18",33.51,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.10065.24,"SIN FIN SINPAR 10x0.65    24","SIN FIN SINPAR 10x0.65    24",33.51,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.10065.3,"SIN FIN SINPAR 10x0.65     3","SIN FIN SINPAR 10x0.65     3",33.51,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.10065.4,"SIN FIN SINPAR 10x0.65     4","SIN FIN SINPAR 10x0.65     4",33.51,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.10065.6,"SIN FIN SINPAR 10x0.65     6","SIN FIN SINPAR 10x0.65     6",33.51,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.10065.8,"SIN FIN SINPAR 10x0.65     8","SIN FIN SINPAR 10x0.65     8",33.51,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.13065.10,"SIN FIN SINPAR 13x0.65    10","SIN FIN SINPAR 13x0.65    10",47.84,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.13065.14,"SIN FIN SINPAR 13x0.65    14","SIN FIN SINPAR 13x0.65    14",47.84,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.13065.18,"SIN FIN SINPAR 13x0.65    18","SIN FIN SINPAR 13x0.65    18",47.84,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.13065.24,"SIN FIN SINPAR 13x0.65    24","SIN FIN SINPAR 13x0.65    24",47.84,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.13065.4,"SIN FIN SINPAR 13x0.65     4","SIN FIN SINPAR 13x0.65     4",47.84,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.13065.6,"SIN FIN SINPAR 13x0.65     6","SIN FIN SINPAR 13x0.65     6",47.84,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.13065.8,"SIN FIN SINPAR 13x0.65     8","SIN FIN SINPAR 13x0.65     8",47.84,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.16080.10,"SIN FIN SINPAR 16x0.80    10","SIN FIN SINPAR 16x0.80    10",59.35,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.16080.14,"SIN FIN SINPAR 16x0.80    14","SIN FIN SINPAR 16x0.80    14",59.35,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.16080.18,"SIN FIN SINPAR 16x0.80    18","SIN FIN SINPAR 16x0.80    18",59.35,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.16080.3,"SIN FIN SINPAR 16x0.80     3","SIN FIN SINPAR 16x0.80     3",59.35,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.16080.4,"SIN FIN SINPAR 16x0.80     4","SIN FIN SINPAR 16x0.80     4",59.35,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.16080.6,"SIN FIN SINPAR 16x0.80     6","SIN FIN SINPAR 16x0.80     6",59.35,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.16080.8,"SIN FIN SINPAR 16x0.80     8","SIN FIN SINPAR 16x0.80     8",59.35,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.20080.10,"SIN FIN SINPAR 20x0.80    10","SIN FIN SINPAR 20x0.80    10",64.69,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.20080.14,"SIN FIN SINPAR 20x0.80    14","SIN FIN SINPAR 20x0.80    14",64.69,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.20080.18,"SIN FIN SINPAR 20x0.80    18","SIN FIN SINPAR 20x0.80    18",64.69,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.20080.3,"SIN FIN SINPAR 20x0.80     3","SIN FIN SINPAR 20x0.80     3",64.69,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.20080.4,"SIN FIN SINPAR 20x0.80     4","SIN FIN SINPAR 20x0.80     4",64.69,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.20080.6,"SIN FIN SINPAR 20x0.80     6","SIN FIN SINPAR 20x0.80     6",64.69,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.20080.8,"SIN FIN SINPAR 20x0.80     8","SIN FIN SINPAR 20x0.80     8",64.69,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.20090.8,"SIN FIN SINPAR 20x0.90     8","SIN FIN SINPAR 20x0.90     8",.00,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.25090.10,"SIN FIN SINPAR 25x0.90    10","SIN FIN SINPAR 25x0.90    10",74.87,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.25090.14,"SIN FIN SINPAR 25x0.90    14","SIN FIN SINPAR 25x0.90    14",74.87,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.25090.3,"SIN FIN SINPAR 25x0.90     3","SIN FIN SINPAR 25x0.90     3",74.87,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.25090.4,"SIN FIN SINPAR 25x0.90     4","SIN FIN SINPAR 25x0.90     4",74.87,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.25090.6,"SIN FIN SINPAR 25x0.90     6","SIN FIN SINPAR 25x0.90     6",74.87,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.25090.8,"SIN FIN SINPAR 25x0.90     8","SIN FIN SINPAR 25x0.90     8",74.87,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.3065.14,"SIN FIN SINPAR  3x0.65    14","SIN FIN SINPAR  3x0.65    14",39.08,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
106.S.3065.18,"SIN FIN SINPAR  3x0.65    18","SIN FIN SINPAR  3x0.65    18",39.08,1,21.000,.000,30,30,,0,21.00,106,2018-03-09 18:59:53
